,Date,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,CashFinancial,CashEquivalents,OtherShortTermInvestments,Receivables,AccountsReceivable,GrossAccountsReceivable,AllowanceForDoubtfulAccountsReceivable,TaxesReceivable,OtherReceivables,Inventory,RawMaterials,FinishedGoods,PrepaidAssets,CurrentDeferredAssets,CurrentDeferredTaxesAssets,AssetsHeldForSaleCurrent,OtherCurrentAssets,TotalNonCurrentAssets,NetPPE,GrossPPE,Properties,LandAndImprovements,BuildingsAndImprovements,MachineryFurnitureEquipment,OtherProperties,ConstructionInProgress,Leases,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,Goodwill,OtherIntangibleAssets,InvestmentsAndAdvances,LongTermEquityInvestment,InvestmentinFinancialAssets,NonCurrentDeferredAssets,NonCurrentDeferredTaxesAssets,NonCurrentPrepaidAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,TotalTaxPayable,IncomeTaxPayable,OtherPayable,CurrentAccruedExpenses,PensionandOtherPostRetirementBenefitPlansCurrent,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,OtherCurrentBorrowings,CurrentCapitalLeaseObligation,CurrentDeferredLiabilities,CurrentDeferredRevenue,OtherCurrentLiabilities,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,LongTermCapitalLeaseObligation,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,NonCurrentDeferredRevenue,TradeandOtherPayablesNonCurrent,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,CapitalStock,PreferredStock,CommonStock,AdditionalPaidInCapital,RetainedEarnings,GainsLossesNotAffectingRetainedEarnings,UnrealizedGainLoss,ForeignCurrencyTranslationAdjustments,OtherEquityAdjustments,TotalCapitalization,PreferredStockEquity,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,OperatingGainsLosses,GainLossOnSaleOfBusiness,GainLossOnInvestmentSecurities,DepreciationAmortizationDepletion,DepreciationAndAmortization,Depreciation,AmortizationCashFlow,AmortizationOfIntangibles,DeferredTax,DeferredIncomeTax,AssetImpairmentCharge,StockBasedCompensation,ExcessTaxBenefitFromStockBasedCompensation,OtherNonCashItems,ChangeInWorkingCapital,ChangeInReceivables,ChangesInAccountReceivables,ChangeInInventory,ChangeInPrepaidAssets,ChangeInPayablesAndAccruedExpense,ChangeInPayable,ChangeInTaxPayable,ChangeInIncomeTaxPayable,ChangeInAccountPayable,ChangeInAccruedExpense,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,SaleOfPPE,NetIntangiblesPurchaseAndSale,PurchaseOfIntangibles,NetBusinessPurchaseAndSale,PurchaseOfBusiness,SaleOfBusiness,NetInvestmentPurchaseAndSale,PurchaseOfInvestment,SaleOfInvestment,NetOtherInvestingChanges,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,LongTermDebtIssuance,LongTermDebtPayments,NetShortTermDebtIssuance,ShortTermDebtIssuance,ShortTermDebtPayments,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,ProceedsFromStockOptionExercised,NetOtherFinancingCharges,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,OtherCashAdjustmentOutsideChangeinCash,IncomeTaxPaidSupplementalData,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,RepurchaseOfCapitalStock,FreeCashFlow,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,GeneralAndAdministrativeExpense,SalariesAndWages,OtherGandA,SellingAndMarketingExpense,ResearchAndDevelopment,OtherOperatingExpenses,OperatingIncome,NetNonOperatingInterestIncomeExpense,InterestIncomeNonOperating,InterestExpenseNonOperating,TotalOtherFinanceCost,OtherIncomeExpense,GainOnSaleOfSecurity,EarningsFromEquityInterest,SpecialIncomeCharges,OtherSpecialCharges,GainOnSaleOfBusiness,OtherNonOperatingIncomeExpenses,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,OtherunderPreferredStockDividend,AverageDilutionEarnings,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
1,12/31/2022,"365,264,000,000","164,795,000,000","113,762,000,000","21,879,000,000",,,"91,883,000,000","40,258,000,000","40,258,000,000","41,012,000,000","-754,000,000",,,"2,670,000,000",,,,,,,"8,105,000,000","200,469,000,000","127,049,000,000","186,091,000,000",0,"66,897,000,000",,"314,000,000","80,648,000,000","27,657,000,000","10,575,000,000","-59,042,000,000","31,044,000,000","28,960,000,000","2,084,000,000","30,492,000,000",,"30,492,000,000","5,261,000,000","5,261,000,000",,"6,623,000,000","109,120,000,000","69,300,000,000","39,781,000,000","5,128,000,000","5,128,000,000",,,,"34,653,000,000","14,028,000,000","2,477,000,000",,,"2,477,000,000","3,908,000,000","3,908,000,000","9,106,000,000","39,820,000,000","27,202,000,000","12,857,000,000","14,345,000,000","1,113,000,000","514,000,000","599,000,000","9,258,000,000","2,247,000,000","256,144,000,000","256,144,000,000","68,184,000,000",0,"68,184,000,000",,"195,563,000,000","-7,603,000,000",,,,"269,001,000,000",,"256,144,000,000","16,822,000,000","225,100,000,000","95,495,000,000","269,001,000,000","225,100,000,000","29,679,000,000","12,849,000,000","12,849,000,000","23,614,000,000","23,614,000,000","13,624,000,000","1,663,000,000",,"1,663,000,000","4,201,000,000","4,201,000,000","4,065,000,000","136,000,000","136,000,000","-1,924,000,000","-1,924,000,000",NA,"5,100,000,000",,"661,000,000","289,000,000","-4,615,000,000","-4,615,000,000",,,"3,973,000,000","-28,000,000",,,"-28,000,000","4,001,000,000","-778,000,000",,"1,709,000,000","-6,227,000,000","-6,227,000,000","-7,595,000,000","-7,595,000,000",,,,"-84,000,000","-84,000,000",,"1,230,000,000","-12,524,000,000","13,754,000,000","222,000,000","-17,629,000,000","-17,629,000,000","-168,000,000","-168,000,000","8,550,000,000","-8,718,000,000",,,,"-15,407,000,000",,"-15,407,000,000","-2,079,000,000","25,000,000","21,879,000,000","-242,000,000","137,000,000","21,984,000,000",,,,"-7,595,000,000",,"8,550,000,000","-8,718,000,000","-15,407,000,000","16,019,000,000","76,048,000,000","76,048,000,000","35,342,000,000","40,706,000,000","22,546,000,000","12,279,000,000","5,096,000,000",,"5,096,000,000","7,183,000,000","10,267,000,000",,"18,160,000,000","569,000,000","659,000,000","90,000,000",,"-1,582,000,000","-1,848,000,000","-31,000,000",,,,"297,000,000","17,147,000,000","3,523,000,000","13,624,000,000","13,624,000,000","13,624,000,000","13,624,000,000",,,,"13,624,000,000",1.06,1.05,"12,897,000,000","12,947,000,000","18,160,000,000","57,888,000,000","13,624,000,000","15,092,312,357.847","659,000,000","90,000,000","569,000,000","17,237,000,000",,"35,342,000,000","4,201,000,000","13,624,000,000","-1,848,000,000","-1,848,000,000","23,286,000,000",0.205,"-379,687,642.153","1,145,003,890,000","1,057,666,890,000",17.64,16.611,1.251,4.178,4.495,13.908,49.336
2,09/30/2022,"358,255,000,000","166,109,000,000","116,259,000,000","21,984,000,000",,,"94,275,000,000","36,176,000,000","34,697,000,000","35,428,000,000","-731,000,000","1,479,000,000",,"3,156,000,000",,,,,,,"10,518,000,000","192,146,000,000","122,040,000,000","177,552,000,000",0,"64,679,000,000",,"297,000,000","75,615,000,000","26,899,000,000","10,062,000,000","-55,512,000,000","31,026,000,000","28,834,000,000","2,192,000,000","30,419,000,000",,"30,419,000,000","2,991,000,000","2,991,000,000",,"5,670,000,000","104,629,000,000","65,979,000,000","39,479,000,000","7,328,000,000","6,303,000,000","1,025,000,000","1,025,000,000",,"32,151,000,000","12,366,000,000","2,285,000,000",,,"2,285,000,000","3,585,000,000","3,585,000,000","8,264,000,000","38,650,000,000","26,637,000,000","12,854,000,000","13,783,000,000","1,070,000,000","476,000,000","594,000,000","8,572,000,000","2,371,000,000","253,626,000,000","253,626,000,000","66,258,000,000",0,"66,258,000,000",,"196,220,000,000","-8,852,000,000",,,,"266,480,000,000",,"253,626,000,000","16,068,000,000","222,600,000,000","100,130,000,000","266,480,000,000","222,600,000,000","28,922,000,000","12,971,000,000","12,971,000,000","23,353,000,000","23,353,000,000","13,910,000,000","1,378,000,000",,"1,378,000,000","4,046,000,000","4,046,000,000","3,933,000,000","113,000,000","113,000,000","-1,920,000,000","-1,920,000,000",NA,"4,976,000,000",,"167,000,000","796,000,000","-97,000,000","-97,000,000",,,"4,037,000,000","1,907,000,000",,,"1,907,000,000","2,130,000,000","-2,647,000,000",,"-497,000,000","-833,000,000","-833,000,000","-7,276,000,000","-7,276,000,000",,,,"-5,649,000,000","-5,649,000,000",,"11,301,000,000","-17,418,000,000","28,719,000,000","791,000,000","-18,097,000,000","-18,097,000,000","-674,000,000","-674,000,000","15,094,000,000","-15,768,000,000",,,,"-15,392,000,000",,"-15,392,000,000","-2,041,000,000","10,000,000","21,984,000,000","4,423,000,000","-375,000,000","17,936,000,000",,,,"-7,276,000,000",,"15,094,000,000","-15,768,000,000","-15,392,000,000","16,077,000,000","69,092,000,000","69,092,000,000","31,158,000,000","37,934,000,000","20,799,000,000","10,526,000,000","3,597,000,000",,"3,597,000,000","6,929,000,000","10,273,000,000",,"17,135,000,000","514,000,000","615,000,000","101,000,000",,"-1,416,000,000","-1,514,000,000","-99,000,000",,,,"197,000,000","16,233,000,000","2,323,000,000","13,910,000,000","13,910,000,000","13,910,000,000","13,910,000,000",,,,"13,910,000,000",1.07,1.06,"13,018,000,000","13,097,000,000","17,135,000,000","51,957,000,000","13,910,000,000","15,207,498,000","615,000,000","101,000,000","514,000,000","16,334,000,000",,"31,158,000,000","4,046,000,000","13,910,000,000","-1,514,000,000","-1,514,000,000","21,894,000,000",0.143,"-216,502,000","1,243,730,650,000","1,147,461,650,000",17.905,15.924,1.188,4.63,4.883,16.608,56.303
3,06/30/2022,"355,185,000,000","172,371,000,000","124,997,000,000","17,936,000,000",,,"107,061,000,000","37,073,000,000","35,707,000,000","36,341,000,000","-634,000,000","1,366,000,000",,"1,980,000,000",,,,,,,"8,321,000,000","182,814,000,000","119,621,000,000","173,656,000,000",0,"65,015,000,000",,"267,000,000","73,041,000,000","25,341,000,000","9,992,000,000","-54,035,000,000","25,326,000,000","23,949,000,000","1,377,000,000","30,665,000,000",,"30,665,000,000","1,490,000,000","1,490,000,000",,"5,712,000,000","99,766,000,000","61,354,000,000","35,742,000,000","6,365,000,000","4,409,000,000","1,956,000,000","1,956,000,000",,"29,377,000,000","10,852,000,000","2,297,000,000",,,"2,297,000,000","3,272,000,000","3,272,000,000","9,191,000,000","38,412,000,000","26,431,000,000","12,850,000,000","13,581,000,000","1,396,000,000","924,000,000","472,000,000","8,163,000,000","2,422,000,000","255,419,000,000","255,419,000,000","64,402,000,000",0,"64,402,000,000",,"196,845,000,000","-5,828,000,000",,,,"268,269,000,000",,"255,419,000,000","15,878,000,000","230,093,000,000","111,017,000,000","268,269,000,000","230,093,000,000","28,728,000,000","13,078,000,000","13,078,000,000","19,422,000,000","19,422,000,000","16,002,000,000","1,041,000,000",,"1,041,000,000","3,899,000,000","3,899,000,000","3,698,000,000","201,000,000","201,000,000","-2,147,000,000","-2,147,000,000",NA,"4,782,000,000",,"62,000,000","-4,217,000,000","-1,969,000,000","-1,969,000,000",,,"2,584,000,000","1,201,000,000",,,"1,201,000,000","1,383,000,000","-845,000,000",,"-3,987,000,000","-4,187,000,000","-4,187,000,000","-6,828,000,000","-6,828,000,000",,,,"-1,063,000,000","-1,063,000,000",,"3,483,000,000","-22,225,000,000","25,708,000,000","221,000,000","-17,817,000,000","-17,817,000,000","-356,000,000","-356,000,000","12,806,000,000","-13,162,000,000",,,,"-15,197,000,000",,"-15,197,000,000","-2,264,000,000",,"17,936,000,000","-2,582,000,000","-368,000,000","20,886,000,000",,,,"-6,828,000,000",,"12,806,000,000","-13,162,000,000","-15,197,000,000","12,594,000,000","69,685,000,000","69,685,000,000","30,104,000,000","39,581,000,000","20,128,000,000","10,287,000,000","3,657,000,000",,"3,657,000,000","6,630,000,000","9,841,000,000",,"19,453,000,000","403,000,000","486,000,000","83,000,000",,"-842,000,000","-1,301,000,000","-118,000,000",,,,"577,000,000","19,014,000,000","3,012,000,000","16,002,000,000","16,002,000,000","16,002,000,000","16,002,000,000",,0,"1,072,000,000","17,074,000,000",1.22,1.21,"13,132,994,090","13,238,994,042","19,453,000,000","50,232,000,000","16,002,000,000","17,097,442,000","486,000,000","83,000,000","403,000,000","19,097,000,000",,"30,104,000,000","3,899,000,000","16,002,000,000","-1,301,000,000","-1,301,000,000","24,297,000,000",0.158,"-205,558,000","1,427,553,328,500","1,322,004,328,500",19.791,19.231,0.775,5.454,5.631,18.971,57.488
4,03/31/2022,"357,096,000,000","177,853,000,000","133,970,000,000","20,886,000,000",,,"113,084,000,000","35,622,000,000","34,703,000,000","35,281,000,000","-578,000,000","919,000,000",,"1,369,000,000",,,,,,,"6,892,000,000","179,243,000,000","117,210,000,000","169,169,000,000",0,"62,869,000,000",,"213,000,000","70,620,000,000","25,555,000,000","9,912,000,000","-51,959,000,000","24,323,000,000","23,010,000,000","1,313,000,000","30,544,000,000",,"30,544,000,000","1,388,000,000","1,388,000,000",,"5,778,000,000","103,092,000,000","61,948,000,000","37,010,000,000","7,780,000,000","3,436,000,000","4,344,000,000","4,344,000,000",,"29,230,000,000","9,803,000,000","2,267,000,000",,,"2,267,000,000","3,198,000,000","3,198,000,000","9,670,000,000","41,144,000,000","26,154,000,000","12,847,000,000","13,307,000,000","3,342,000,000","2,843,000,000","499,000,000","9,406,000,000","2,242,000,000","254,004,000,000","254,004,000,000","62,832,000,000",,"62,832,000,000",,"195,221,000,000","-4,049,000,000",,,,"266,851,000,000",,"254,004,000,000","15,574,000,000","229,681,000,000","115,905,000,000","266,851,000,000","229,681,000,000","28,421,000,000","13,175,260,000","13,175,260,000","25,106,000,000","25,106,000,000","16,436,000,000","1,437,000,000",,"1,437,000,000","3,782,000,000","3,782,000,000","3,591,000,000","191,000,000","191,000,000","-2,090,000,000","-2,090,000,000",NA,"4,504,000,000",,"140,000,000","897,000,000","4,364,000,000","4,364,000,000",,,"-6,417,000,000","-2,373,000,000",,,"-2,373,000,000","-4,044,000,000","-776,000,000",,"3,726,000,000","-9,051,000,000","-9,051,000,000","-9,786,000,000","-9,786,000,000",,,,"-173,000,000","-173,000,000",,"553,000,000","-29,238,000,000","29,791,000,000","355,000,000","-16,214,000,000","-16,214,000,000","2,000,000","2,000,000","16,422,000,000","-16,420,000,000",,,,"-13,300,000,000",,"-13,300,000,000","-2,916,000,000",,"20,886,000,000","-159,000,000","100,000,000","20,945,000,000",,,,"-9,786,000,000",,"16,422,000,000","-16,420,000,000","-13,300,000,000","15,320,000,000","68,011,000,000","68,011,000,000","29,599,000,000","38,412,000,000","18,318,000,000","9,199,000,000","3,374,000,000",,"3,374,000,000","5,825,000,000","9,119,000,000",,"20,094,000,000","331,000,000","414,000,000","83,000,000",,"-1,491,000,000","-1,510,000,000","-89,000,000",,,,"108,000,000","18,934,000,000","2,498,000,000","16,436,000,000","16,436,000,000","16,436,000,000","16,436,000,000",,,,"16,436,000,000",1.245,1.231,"13,203,414,058","13,351,013,992","20,094,000,000","47,917,000,000","16,436,000,000","17,746,680,000","414,000,000","83,000,000","331,000,000","19,017,000,000",,"29,599,000,000","3,782,000,000","16,436,000,000","-1,510,000,000","-1,510,000,000","24,309,000,000",0.132,"-199,320,000","1,835,900,727,490","1,724,646,727,490",24.893,24.331,0.975,7.347,7.312,25.358,75.646
5,12/31/2021,"359,268,000,000","188,143,000,000","139,649,000,000","20,945,000,000",,,"118,704,000,000","40,270,000,000","39,304,000,000","39,854,000,000","-550,000,000","966,000,000",,"1,170,000,000",,,,,,,"7,054,000,000","171,124,000,000","110,557,000,000","159,971,000,000",0,"58,881,000,000",,"208,000,000","68,565,000,000","23,171,000,000","9,146,000,000","-49,414,000,000","24,373,000,000","22,956,000,000","1,417,000,000","29,549,000,000",,"29,549,000,000","1,284,000,000","1,284,000,000",,"5,361,000,000","107,633,000,000","64,254,000,000","35,089,000,000","7,242,000,000","6,037,000,000","808,000,000","808,000,000","397,000,000","27,847,000,000","13,889,000,000","2,189,000,000",,,"2,189,000,000","3,288,000,000","3,288,000,000","9,799,000,000","43,379,000,000","26,206,000,000","12,844,000,000","13,362,000,000","5,792,000,000","5,257,000,000","535,000,000","9,176,000,000","2,205,000,000","251,635,000,000","251,635,000,000","61,774,000,000",,"61,774,000,000",,"191,484,000,000","-1,623,000,000",,,,"264,479,000,000",,"251,635,000,000","15,551,000,000","227,262,000,000","123,889,000,000","264,479,000,000","227,262,000,000","28,395,000,000","13,242,420,000","13,242,420,000","24,934,000,000","24,934,000,000","20,642,000,000","-2,478,000,000",,"-2,478,000,000","3,439,000,000","3,439,000,000","3,215,000,000","224,000,000","224,000,000","1,616,000,000","1,616,000,000",NA,"3,954,000,000",,"-14,000,000","-2,225,000,000","-5,819,000,000","-5,819,000,000",,,"6,994,000,000","1,157,000,000",,,"1,157,000,000","5,837,000,000","-399,000,000",,"-3,001,000,000","-11,016,000,000","-11,016,000,000","-6,383,000,000","-6,383,000,000",,,,"-385,000,000","-385,000,000",,"-4,348,000,000","-40,860,000,000","36,512,000,000","100,000,000","-16,511,000,000","-16,511,000,000","-115,000,000","-115,000,000","6,250,000,000","-6,365,000,000",,,,"-13,473,000,000",,"-13,473,000,000","-2,923,000,000",0,"20,945,000,000","-2,593,000,000","-181,000,000","23,719,000,000",,,,"-6,383,000,000",,"6,250,000,000","-6,365,000,000","-13,473,000,000","18,551,000,000","75,325,000,000","75,325,000,000","32,988,000,000","42,337,000,000","20,452,000,000","11,744,000,000","4,140,000,000",,"4,140,000,000","7,604,000,000","8,708,000,000",,"21,885,000,000","261,000,000","378,000,000","117,000,000",,"2,256,000,000","2,315,000,000","49,000,000",,,,"-108,000,000","24,402,000,000","3,760,000,000","20,642,000,000","20,642,000,000","20,642,000,000","20,642,000,000",,,,"20,642,000,000",1.558,1.535,"13,253,254,036","13,449,853,947","21,885,000,000","53,440,000,000","20,642,000,000","18,683,708,466.519","378,000,000","117,000,000","261,000,000","24,519,000,000",,"32,988,000,000","3,439,000,000","20,642,000,000","2,315,000,000","2,315,000,000","25,643,000,000",0.154,"356,708,466.519","1,917,098,341,290","1,802,955,341,290",27.887,25.641,0.833,8.229,7.834,23.936,64.488
6,09/30/2021,"347,403,000,000","184,110,000,000","142,003,000,000","23,719,000,000",,,"118,284,000,000","34,800,000,000","34,047,000,000","34,614,000,000","-567,000,000","753,000,000",,"1,278,000,000",,,,,,,"6,029,000,000","163,293,000,000","107,549,000,000","154,822,000,000",0,"57,268,000,000",,"202,000,000","66,467,000,000","22,494,000,000","8,391,000,000","-47,273,000,000","24,172,000,000","22,623,000,000","1,549,000,000","26,101,000,000",,"26,101,000,000","1,195,000,000","1,195,000,000",,"4,276,000,000","102,836,000,000","61,782,000,000","34,470,000,000","10,296,000,000","4,616,000,000","4,170,000,000","4,170,000,000","1,510,000,000","24,174,000,000","12,170,000,000","2,101,000,000",,,"2,101,000,000","2,968,000,000","2,968,000,000","10,073,000,000","41,054,000,000","25,759,000,000","14,288,000,000","11,471,000,000","4,061,000,000","3,551,000,000","510,000,000","8,984,000,000","2,250,000,000","244,567,000,000","244,567,000,000","61,193,000,000",,"61,193,000,000",,"183,782,000,000","-408,000,000",,,,"258,855,000,000",,"244,567,000,000","13,572,000,000","220,395,000,000","122,328,000,000","258,855,000,000","220,395,000,000","27,860,000,000","13,293,640,000","13,293,640,000","25,539,000,000","25,539,000,000","18,936,000,000","-2,158,000,000",,"-2,158,000,000","3,304,000,000","3,304,000,000","3,085,000,000","219,000,000","219,000,000","-1,287,000,000","-1,287,000,000",NA,"3,874,000,000",,"64,000,000","2,806,000,000","-2,409,000,000","-2,409,000,000",,,"3,157,000,000","238,000,000",,,"238,000,000","2,919,000,000","-1,255,000,000",,"3,313,000,000","-10,050,000,000","-10,050,000,000","-6,819,000,000","-6,819,000,000",,,,"-259,000,000","-259,000,000",,"-3,360,000,000","-35,153,000,000","31,793,000,000","388,000,000","-15,254,000,000","-15,254,000,000","-42,000,000","-42,000,000","6,350,000,000","-6,392,000,000",,,,"-12,610,000,000",,"-12,610,000,000","-2,602,000,000",0,"23,719,000,000","235,000,000","-146,000,000","23,630,000,000",,,,"-6,819,000,000",,"6,350,000,000","-6,392,000,000","-12,610,000,000","18,720,000,000","65,118,000,000","65,118,000,000","27,621,000,000","37,497,000,000","16,466,000,000","8,772,000,000","3,256,000,000",,"3,256,000,000","5,516,000,000","7,694,000,000",,"21,031,000,000","310,000,000","387,000,000","77,000,000",,"1,723,000,000","2,019,000,000","188,000,000",,,,"-484,000,000","23,064,000,000","4,128,000,000","18,936,000,000","18,936,000,000","18,936,000,000","18,936,000,000",,,,"18,936,000,000",1.422,1.4,"13,315,154,008","13,530,373,911","21,031,000,000","44,087,000,000","18,936,000,000","17,278,401,000","387,000,000","77,000,000","310,000,000","23,141,000,000",,"27,621,000,000","3,304,000,000","18,936,000,000","2,019,000,000","2,019,000,000","24,426,000,000",0.179,"361,401,000","1,774,424,750,440","1,666,545,750,440",28.924,25.381,0.742,8.26,7.457,25.593,63.019
7,06/30/2021,"335,387,000,000","175,697,000,000","135,863,000,000","23,630,000,000",,,"112,233,000,000","32,851,000,000","31,967,000,000","32,546,000,000","-579,000,000","884,000,000",,"907,000,000",,,,,,,"6,076,000,000","159,690,000,000","104,675,000,000","150,053,000,000",0,"55,910,000,000",,"201,000,000","64,166,000,000","21,825,000,000","7,951,000,000","-45,378,000,000","24,032,000,000","22,406,000,000","1,626,000,000","25,532,000,000",,"25,532,000,000","1,153,000,000","1,153,000,000",,"4,298,000,000","97,822,000,000","55,741,000,000","30,647,000,000","7,485,000,000","4,708,000,000","1,811,000,000","1,811,000,000","966,000,000","23,162,000,000","10,088,000,000","2,037,000,000",,,"2,037,000,000","2,715,000,000","2,715,000,000","10,254,000,000","42,081,000,000","25,947,000,000","14,328,000,000","11,619,000,000","5,213,000,000","4,703,000,000","510,000,000","8,651,000,000","2,270,000,000","237,565,000,000","237,565,000,000","60,436,000,000",,"60,436,000,000",,"176,939,000,000","190,000,000","1,008,000,000","-921,000,000","103,000,000","251,893,000,000",,"237,565,000,000","13,656,000,000","213,533,000,000","119,956,000,000","251,893,000,000","213,533,000,000","27,984,000,000","13,352,740,000","13,352,740,000","21,890,000,000","21,890,000,000","18,525,000,000","-2,883,000,000",,"-2,883,000,000","2,945,000,000","2,945,000,000","2,730,000,000","215,000,000","215,000,000","379,000,000","379,000,000",NA,"3,803,000,000",,"-8,000,000","-871,000,000","-3,661,000,000","-3,661,000,000",,,"4,074,000,000","-130,000,000",,,"-130,000,000","4,204,000,000","-199,000,000",,"-1,085,000,000","-9,074,000,000","-9,074,000,000","-5,496,000,000","-5,496,000,000",,,,"-308,000,000","-308,000,000",,"-3,293,000,000","-24,949,000,000","21,656,000,000","23,000,000","-15,991,000,000","-15,991,000,000","-1,042,000,000","-1,042,000,000","6,699,000,000","-7,741,000,000",,,,"-12,796,000,000",,"-12,796,000,000","-2,453,000,000","300,000,000","23,630,000,000","-3,175,000,000","183,000,000","26,622,000,000",,,,"-5,496,000,000",,"6,699,000,000","-7,741,000,000","-12,796,000,000","16,394,000,000","61,880,000,000","61,880,000,000","26,227,000,000","35,653,000,000","16,292,000,000","8,617,000,000","3,341,000,000",,"3,341,000,000","5,276,000,000","7,675,000,000",,"19,361,000,000","313,000,000","389,000,000","76,000,000",,"2,311,000,000","2,832,000,000","92,000,000",,,,"-613,000,000","21,985,000,000","3,460,000,000","18,525,000,000","18,525,000,000","18,525,000,000","18,525,000,000",,,,"18,525,000,000",1.385,1.363,"13,379,153,979","13,592,233,883","19,361,000,000","42,519,000,000","18,525,000,000","16,137,624,000","389,000,000","76,000,000","313,000,000","22,061,000,000",,"26,227,000,000","2,945,000,000","18,525,000,000","2,832,000,000","2,832,000,000","22,174,000,000",0.157,"444,624,000","1,650,946,771,260","1,542,999,771,260",33.404,31.153,1.459,8.722,7.275,24.935,61.705
