,Date,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,CashFinancial,CashEquivalents,OtherShortTermInvestments,Receivables,AccountsReceivable,GrossAccountsReceivable,AllowanceForDoubtfulAccountsReceivable,OtherReceivables,ReceivablesAdjustmentsAllowances,Inventory,RawMaterials,WorkInProcess,FinishedGoods,OtherInventories,PrepaidAssets,CurrentDeferredAssets,CurrentDeferredTaxesAssets,OtherCurrentAssets,TotalNonCurrentAssets,NetPPE,GrossPPE,Properties,LandAndImprovements,BuildingsAndImprovements,MachineryFurnitureEquipment,OtherProperties,Leases,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,Goodwill,OtherIntangibleAssets,InvestmentsAndAdvances,InvestmentinFinancialAssets,AvailableForSaleSecurities,OtherInvestments,NonCurrentDeferredAssets,NonCurrentDeferredTaxesAssets,NonCurrentPrepaidAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,TotalTaxPayable,IncomeTaxPayable,OtherPayable,CurrentAccruedExpenses,PensionandOtherPostRetirementBenefitPlansCurrent,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,CurrentNotesPayable,CommercialPaper,OtherCurrentBorrowings,CurrentDeferredLiabilities,CurrentDeferredTaxesLiabilities,CurrentDeferredRevenue,OtherCurrentLiabilities,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,NonCurrentDeferredRevenue,TradeandOtherPayablesNonCurrent,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,CapitalStock,PreferredStock,CommonStock,AdditionalPaidInCapital,RetainedEarnings,GainsLossesNotAffectingRetainedEarnings,ForeignCurrencyTranslationAdjustments,OtherEquityAdjustments,OtherEquityInterest,TotalCapitalization,PreferredStockEquity,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,OperatingGainsLosses,GainLossOnSaleOfBusiness,GainLossOnSaleOfPPE,GainLossOnInvestmentSecurities,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,UnrealizedGainLossOnInvestmentSecurities,StockBasedCompensation,ExcessTaxBenefitFromStockBasedCompensation,OtherNonCashItems,ChangeInWorkingCapital,ChangeInReceivables,ChangesInAccountReceivables,ChangeInInventory,ChangeInPrepaidAssets,ChangeInPayablesAndAccruedExpense,ChangeInPayable,ChangeInTaxPayable,ChangeInIncomeTaxPayable,ChangeInAccountPayable,ChangeInAccruedExpense,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInOtherWorkingCapital,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,SaleOfPPE,NetIntangiblesPurchaseAndSale,PurchaseOfIntangibles,NetBusinessPurchaseAndSale,PurchaseOfBusiness,SaleOfBusiness,NetInvestmentPurchaseAndSale,PurchaseOfInvestment,SaleOfInvestment,NetOtherInvestingChanges,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,LongTermDebtIssuance,LongTermDebtPayments,NetShortTermDebtIssuance,ShortTermDebtIssuance,ShortTermDebtPayments,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,CashDividendsPaid,CommonStockDividendPaid,ProceedsFromStockOptionExercised,NetOtherFinancingCharges,EndCashPosition,ChangesInCash,BeginningCashPosition,OtherCashAdjustmentOutsideChangeinCash,IncomeTaxPaidSupplementalData,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,RepurchaseOfCapitalStock,FreeCashFlow,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,ResearchAndDevelopment,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,OtherOperatingExpenses,OperatingIncome,NetNonOperatingInterestIncomeExpense,InterestIncomeNonOperating,InterestExpenseNonOperating,TotalOtherFinanceCost,OtherIncomeExpense,GainOnSaleOfSecurity,SpecialIncomeCharges,RestructuringAndMergernAcquisition,OtherSpecialCharges,OtherNonOperatingIncomeExpenses,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromTaxLossCarryforward,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
1,12/31/2022,"346,747,000,000","128,777,000,000","51,355,000,000","20,535,000,000","17,908,000,000","2,627,000,000","30,820,000,000","54,180,000,000","23,752,000,000",,,"30,428,000,000",,"6,820,000,000","2,513,000,000",,"4,307,000,000",,,,,"16,422,000,000","217,970,000,000","42,951,000,000","110,995,000,000",NA,,,,,,"-68,044,000,000",,,,"114,095,000,000",,,"114,095,000,000",,,,"60,924,000,000","290,020,000,000","137,286,000,000","57,918,000,000","57,918,000,000","57,918,000,000",,,,,,"11,483,000,000","11,483,000,000",,"1,743,000,000","9,740,000,000","7,992,000,000",,"7,992,000,000","59,893,000,000","152,734,000,000","99,627,000,000","99,627,000,000",,,,,"53,107,000,000","56,727,000,000","56,727,000,000","66,399,000,000",,"66,399,000,000",,"3,240,000,000","-12,912,000,000",,,,"156,354,000,000",,"56,727,000,000","56,727,000,000","-8,509,000,000","167,837,000,000","56,727,000,000","111,110,000,000","90,575,000,000","15,842,407,000","15,842,407,000","34,005,000,000","34,005,000,000","29,998,000,000",,,,,"2,916,000,000","2,916,000,000",,,,"2,905,000,000",NA,"-317,000,000","-1,497,000,000","6,595,000,000","4,275,000,000","-1,807,000,000",,"-6,075,000,000","-6,075,000,000",,,"-6,075,000,000",,"-4,099,000,000","3,758,000,000","131,000,000","-1,445,000,000","-1,445,000,000","-3,787,000,000","-3,787,000,000",,,,,,,"2,483,000,000","-5,153,000,000","7,636,000,000","-141,000,000","-35,563,000,000","-35,563,000,000","-9,615,000,000","-1,401,000,000",,"-1,401,000,000","-8,214,000,000",,"-8,214,000,000","-19,475,000,000",,"-19,475,000,000","-3,768,000,000","-3,768,000,000",,"-2,705,000,000","21,974,000,000","-3,003,000,000","24,977,000,000",,"828,000,000","703,000,000","-3,787,000,000",,,"-9,615,000,000","-19,475,000,000","30,218,000,000","117,154,000,000","117,154,000,000","66,822,000,000","50,332,000,000","14,316,000,000","6,607,000,000","7,709,000,000",,,,"36,016,000,000","-135,000,000","868,000,000","1,003,000,000",,"-258,000,000",,,,,"-258,000,000","35,623,000,000","5,625,000,000","29,998,000,000","29,998,000,000","29,998,000,000","29,998,000,000",,,"29,998,000,000",1.89,1.88,"15,892,723,000","15,955,718,000","36,016,000,000","81,138,000,000","29,998,000,000","29,998,000,000","868,000,000","1,003,000,000","-135,000,000","36,626,000,000",,"66,822,000,000","2,916,000,000","29,998,000,000",,,"39,542,000,000",0.158,0,"2,066,941,771,740","2,138,706,771,740",21.265,21.277,2.533,5.379,40.622,18.256,54.087
2,09/30/2022,"352,755,000,000","135,405,000,000","48,304,000,000","23,646,000,000","18,546,000,000","5,100,000,000","24,658,000,000","60,932,000,000","28,184,000,000",,,"32,748,000,000",,"4,946,000,000",,,,,,,,"21,223,000,000","217,350,000,000","42,117,000,000","114,457,000,000",0,"22,126,000,000",,"81,060,000,000",,"11,271,000,000","-72,340,000,000",,,,"120,805,000,000","120,805,000,000","120,805,000,000","120,805,000,000",,,,"54,428,000,000","302,083,000,000","153,982,000,000","64,115,000,000","64,115,000,000","64,115,000,000",,,,,,"21,110,000,000","21,110,000,000",,"9,982,000,000","11,128,000,000","7,912,000,000",,"7,912,000,000","60,845,000,000","148,101,000,000","98,959,000,000","98,959,000,000",,,,"16,657,000,000","32,485,000,000","50,672,000,000","50,672,000,000","64,849,000,000",,"64,849,000,000",,"-3,068,000,000","-11,109,000,000",,,,"149,631,000,000",,"50,672,000,000","50,672,000,000","-18,577,000,000","170,741,000,000","50,672,000,000","120,069,000,000","96,423,000,000","15,943,425,000","15,943,425,000","24,127,000,000","24,127,000,000","20,721,000,000",,,,,"2,865,000,000","2,865,000,000","-1,861,000,000","-1,861,000,000",,"2,278,000,000",NA,"172,000,000","-48,000,000","-18,693,000,000","-6,384,000,000","435,000,000",,"15,556,000,000","15,556,000,000",,,"15,556,000,000",,"-3,210,000,000","5,646,000,000","218,000,000","-1,217,000,000","-1,217,000,000","-3,289,000,000","-3,289,000,000",,,,"-137,000,000","-137,000,000",,"2,806,000,000","-6,745,000,000","9,551,000,000","-597,000,000","-26,794,000,000","-26,794,000,000","1,657,000,000","2,672,000,000","5,465,000,000","-2,793,000,000","-1,015,000,000","-1,015,000,000",,"-24,428,000,000",,"-24,428,000,000","-3,703,000,000","-3,703,000,000",,"-320,000,000","24,977,000,000","-3,884,000,000","28,861,000,000",,"7,322,000,000","955,000,000","-3,289,000,000",,"495,000,000","-2,793,000,000","-24,428,000,000","20,838,000,000","90,146,000,000","90,146,000,000","52,051,000,000","38,095,000,000","13,201,000,000","6,440,000,000","6,761,000,000",,,,"24,894,000,000","-74,000,000","753,000,000","827,000,000",,"-163,000,000",,,,,"-163,000,000","24,657,000,000","3,936,000,000","20,721,000,000","20,721,000,000","20,721,000,000","20,721,000,000",,,"20,721,000,000",1.29,1.29,"16,030,382,000","16,118,465,000","24,894,000,000","65,252,000,000","20,721,000,000","20,721,000,000","753,000,000","827,000,000","-74,000,000","25,484,000,000",,"52,051,000,000","2,865,000,000","20,721,000,000",,,"28,349,000,000",0.16,0,"2,203,381,335,000","2,274,841,335,000",22.843,21.834,2.473,5.868,37.919,25.235,80.244
3,06/30/2022,"336,309,000,000","112,292,000,000","48,231,000,000","27,502,000,000","12,852,000,000","14,650,000,000","20,729,000,000","42,242,000,000","21,803,000,000",,,"20,439,000,000",,"5,433,000,000",,,,,,,,"16,386,000,000","224,017,000,000","40,335,000,000","111,851,000,000",NA,,,,,,"-71,516,000,000",,,,"131,077,000,000","131,077,000,000","131,077,000,000","131,077,000,000",,,,"52,605,000,000","278,202,000,000","129,873,000,000","48,343,000,000","48,343,000,000","48,343,000,000",,,,,,"24,991,000,000","24,991,000,000",,"10,982,000,000","14,009,000,000","7,728,000,000",,"7,728,000,000","48,811,000,000","148,329,000,000","94,700,000,000","94,700,000,000",,,,"20,699,000,000","32,930,000,000","58,107,000,000","58,107,000,000","62,115,000,000",,"62,115,000,000",,"5,289,000,000","-9,297,000,000",,,,"152,807,000,000",,"58,107,000,000","58,107,000,000","-17,581,000,000","177,798,000,000","58,107,000,000","119,691,000,000","92,189,000,000","16,095,378,000","16,095,378,000","22,892,000,000","22,892,000,000","19,442,000,000",,,,,"2,805,000,000","2,805,000,000","1,668,000,000","1,668,000,000",,"2,243,000,000",NA,"-41,000,000","-3,225,000,000","3,165,000,000","-981,000,000","-16,000,000",,"-4,358,000,000","-4,358,000,000",,,"-4,358,000,000",,"253,000,000","-1,902,000,000","-367,000,000","4,234,000,000","4,234,000,000","-2,102,000,000","-2,102,000,000",,,,"-2,000,000","-2,000,000",,"6,953,000,000","-8,191,000,000","15,144,000,000","-615,000,000","-27,445,000,000","-27,445,000,000","971,000,000","-3,000,000,000",0,"-3,000,000,000","3,971,000,000","3,971,000,000",,"-21,865,000,000",,"-21,865,000,000","-3,811,000,000","-3,811,000,000",,"-2,740,000,000","28,861,000,000","-319,000,000","29,180,000,000",,"2,950,000,000","504,000,000","-2,102,000,000",,"3,971,000,000","-3,000,000,000","-21,865,000,000","20,790,000,000","82,959,000,000","82,959,000,000","47,074,000,000","35,885,000,000","12,809,000,000","6,012,000,000","6,797,000,000",,,,"23,076,000,000","3,000,000","722,000,000","719,000,000",,"-13,000,000",,,,,"-13,000,000","23,066,000,000","3,624,000,000","19,442,000,000","19,442,000,000","19,442,000,000","19,442,000,000",,,"19,442,000,000",1.2,1.2,"16,162,945,000","16,262,203,000","23,076,000,000","59,883,000,000","19,442,000,000","19,442,000,000","722,000,000","719,000,000","3,000,000","23,785,000,000",,"47,074,000,000","2,805,000,000","19,442,000,000",,,"26,590,000,000",0.157,0,"2,200,560,080,160","2,269,030,080,160",22.231,21.552,2.377,5.874,32.65,27.351,85.334
4,03/31/2022,"350,662,000,000","118,180,000,000","51,511,000,000","28,098,000,000","14,298,000,000","13,800,000,000","23,413,000,000","45,400,000,000","20,815,000,000",,,"24,585,000,000",,"5,460,000,000",,,,,,,,"15,809,000,000","232,482,000,000","39,304,000,000","109,324,000,000",NA,,,,,,"-70,020,000,000",,,,"141,219,000,000","141,219,000,000","141,219,000,000","141,219,000,000",,,,"51,959,000,000","283,263,000,000","127,508,000,000","52,682,000,000","52,682,000,000","52,682,000,000",,,,,,"16,658,000,000","16,658,000,000",,"6,999,000,000","9,659,000,000","7,920,000,000",,"7,920,000,000","50,248,000,000","155,755,000,000","103,323,000,000","103,323,000,000",,,,"20,711,000,000","31,721,000,000","67,399,000,000","67,399,000,000","61,181,000,000",,"61,181,000,000",,"12,712,000,000","-6,494,000,000",,,,"170,722,000,000",,"67,399,000,000","67,399,000,000","-9,328,000,000","187,380,000,000","67,399,000,000","119,981,000,000","91,883,000,000","16,207,568,000","16,207,568,000","28,166,000,000","28,166,000,000","25,010,000,000",,,,,"2,737,000,000","2,737,000,000","406,000,000","406,000,000",,"2,252,000,000",NA,"-187,000,000","-2,052,000,000","19,931,000,000","9,476,000,000","384,000,000",,"-21,563,000,000","-21,563,000,000",,,"-21,563,000,000",,"1,379,000,000","-2,348,000,000","165,000,000","-9,265,000,000","-9,265,000,000","-2,514,000,000","-2,514,000,000",,,,,,,"-6,390,000,000","-27,074,000,000","20,684,000,000","-194,000,000","-28,351,000,000","-28,351,000,000","-1,751,000,000","-3,750,000,000",,"-3,750,000,000","1,999,000,000",,,"-22,631,000,000",,"-22,631,000,000","-3,595,000,000","-3,595,000,000",,"-374,000,000","29,180,000,000","-9,450,000,000","38,630,000,000",,"4,066,000,000","875,000,000","-2,514,000,000",,,"-3,750,000,000","-22,631,000,000","25,652,000,000","97,278,000,000","97,278,000,000","54,719,000,000","42,559,000,000","12,580,000,000","6,193,000,000","6,387,000,000",,,,"29,979,000,000","9,000,000","700,000,000","691,000,000",,"151,000,000",,,,,"151,000,000","30,139,000,000","5,129,000,000","25,010,000,000","25,010,000,000","25,010,000,000","25,010,000,000",,,"25,010,000,000",1.54,1.52,"16,278,802,000","16,403,316,000","29,979,000,000","67,299,000,000","25,010,000,000","25,010,000,000","700,000,000","691,000,000","9,000,000","30,830,000,000",,"54,719,000,000","2,737,000,000","25,010,000,000",,,"33,567,000,000",0.17,0,"2,830,003,448,480","2,888,888,448,480",28.957,29.07,3.374,7.715,39.343,29.697,86.063
5,12/31/2021,"381,191,000,000","153,154,000,000","63,913,000,000","37,119,000,000","17,992,000,000","19,127,000,000","26,794,000,000","65,253,000,000","30,213,000,000",,,"35,040,000,000",,"5,876,000,000",,,,,,,,"18,112,000,000","228,037,000,000","39,245,000,000","107,699,000,000",NA,,,,,,"-68,454,000,000",,,,"138,683,000,000","138,683,000,000","138,683,000,000","138,683,000,000",,,,"50,109,000,000","309,259,000,000","147,574,000,000","74,362,000,000","74,362,000,000","74,362,000,000",,,,,,"16,169,000,000","16,169,000,000",,"5,000,000,000","11,169,000,000","7,876,000,000",,"7,876,000,000","49,167,000,000","161,685,000,000","106,629,000,000","106,629,000,000",,,,"24,689,000,000","30,367,000,000","71,932,000,000","71,932,000,000","58,424,000,000",,"58,424,000,000",,"14,435,000,000","-927,000,000",,,,"178,561,000,000",,"71,932,000,000","71,932,000,000","5,580,000,000","194,730,000,000","71,932,000,000","122,798,000,000","85,679,000,000","16,334,371,000","16,334,371,000","46,966,000,000","46,966,000,000","34,630,000,000",,,,,"2,697,000,000","2,697,000,000","682,000,000","682,000,000",,"2,265,000,000",NA,"167,000,000","6,525,000,000","-13,746,000,000","-3,934,000,000","681,000,000",,"19,813,000,000","19,813,000,000",,,"19,813,000,000",,"-4,921,000,000","4,236,000,000","462,000,000","-16,106,000,000","-16,106,000,000","-2,803,000,000","-2,803,000,000",,,,,,,"-12,929,000,000","-34,913,000,000","21,984,000,000","-374,000,000","-28,159,000,000","-28,159,000,000","-1,000,000,000",0,,0,"-1,000,000,000",,,"-20,478,000,000",,"-20,478,000,000","-3,732,000,000","-3,732,000,000",,"-2,949,000,000","38,630,000,000","2,701,000,000","35,929,000,000",,"5,235,000,000","531,000,000","-2,803,000,000",,,0,"-20,478,000,000","44,163,000,000","123,945,000,000","123,945,000,000","69,702,000,000","54,243,000,000","12,755,000,000","6,449,000,000","6,306,000,000",,,,"41,488,000,000","-44,000,000","650,000,000","694,000,000",,"-203,000,000",,,,,"-203,000,000","41,241,000,000","6,611,000,000","34,630,000,000","34,630,000,000","34,630,000,000","34,630,000,000",,,"34,630,000,000",2.11,2.1,"16,391,724,000","16,519,291,000","41,488,000,000","82,457,000,000","34,630,000,000","34,630,000,000","650,000,000","694,000,000","-44,000,000","41,935,000,000",,"69,702,000,000","2,697,000,000","34,630,000,000",,,"44,632,000,000",0.16,0,"2,901,644,912,070","2,963,724,912,070",31.652,31.646,3.791,8.186,45.992,23.912,66.404
6,09/30/2021,"351,002,000,000","134,836,000,000","62,639,000,000","34,940,000,000","17,305,000,000","17,635,000,000","27,699,000,000","51,506,000,000","26,278,000,000",,,"25,228,000,000",,"6,580,000,000",,,,,,,,"14,111,000,000","216,166,000,000","39,440,000,000","109,723,000,000",0,"20,041,000,000",,"78,659,000,000",,"11,023,000,000","-70,283,000,000",,,,"127,877,000,000","127,877,000,000","127,877,000,000","127,877,000,000",,,,"48,849,000,000","287,912,000,000","125,481,000,000","54,763,000,000","54,763,000,000","54,763,000,000",,,,,,"15,613,000,000","15,613,000,000",,"6,000,000,000","9,613,000,000","7,612,000,000",,"7,612,000,000","47,493,000,000","162,431,000,000","109,106,000,000","109,106,000,000",,,,"24,689,000,000","28,636,000,000","63,090,000,000","63,090,000,000","57,365,000,000",,"57,365,000,000",,"5,562,000,000","163,000,000",,,,"172,196,000,000",,"63,090,000,000","63,090,000,000","9,355,000,000","187,809,000,000","63,090,000,000","124,719,000,000","89,779,000,000","16,426,786,000","16,426,786,000","20,200,000,000","20,200,000,000","20,551,000,000",,,,,"2,989,000,000","2,989,000,000","-4,037,000,000","-4,037,000,000",,"1,945,000,000",NA,"542,000,000","-1,790,000,000","-17,604,000,000","-8,809,000,000","-1,429,000,000",,"14,112,000,000","14,112,000,000",,,"14,112,000,000",,"-2,143,000,000","5,336,000,000","-62,000,000","835,000,000","835,000,000","-3,223,000,000","-3,223,000,000",,,,"-20,000,000","-20,000,000",,"4,608,000,000","-15,637,000,000","20,245,000,000","-530,000,000","-20,382,000,000","-20,382,000,000","3,220,000,000","5,220,000,000","6,470,000,000","-1,250,000,000","-2,000,000,000",,,"-19,204,000,000","544,000,000","-19,748,000,000","-3,640,000,000","-3,640,000,000",,"-758,000,000","35,929,000,000","653,000,000","35,276,000,000",,"6,849,000,000","817,000,000","-3,223,000,000","544,000,000","3,448,000,000","-1,250,000,000","-19,748,000,000","16,977,000,000","83,360,000,000","83,360,000,000","48,186,000,000","35,174,000,000","11,388,000,000","5,616,000,000","5,772,000,000",,,,"23,786,000,000","-13,000,000","659,000,000","672,000,000",,"-525,000,000",,,,,"-525,000,000","23,248,000,000","2,697,000,000","20,551,000,000","20,551,000,000","20,551,000,000","20,551,000,000",,,"20,551,000,000",1.25,1.24,"16,487,121,000","16,635,097,000","23,786,000,000","59,574,000,000","20,551,000,000","20,551,000,000","659,000,000","672,000,000","-13,000,000","23,920,000,000",,"48,186,000,000","2,989,000,000","20,551,000,000",,,"26,909,000,000",0.116,0,"2,324,390,219,000","2,384,485,219,000",27.637,25.381,1.938,6.937,36.16,28.605,88.613
7,06/30/2021,"329,840,000,000","114,423,000,000","61,696,000,000","34,050,000,000","14,853,000,000","19,197,000,000","27,646,000,000","33,908,000,000","17,475,000,000",,,"16,433,000,000",,"5,178,000,000",,,,,,,,"13,641,000,000","215,417,000,000","38,615,000,000","108,857,000,000",0,"19,149,000,000",,"78,981,000,000",,"10,727,000,000","-70,242,000,000",,,,"131,948,000,000","131,948,000,000","131,948,000,000","131,948,000,000",,,,"44,854,000,000","265,560,000,000","107,754,000,000","40,409,000,000","40,409,000,000","40,409,000,000",,,,,,"16,039,000,000","16,039,000,000",,"8,000,000,000","8,039,000,000","7,681,000,000",,"7,681,000,000","43,625,000,000","157,806,000,000","105,752,000,000","105,752,000,000",,,,"24,923,000,000","27,131,000,000","64,280,000,000","64,280,000,000","54,989,000,000",,"54,989,000,000",,"9,233,000,000","58,000,000",,,,"170,032,000,000",,"64,280,000,000","64,280,000,000","6,669,000,000","186,071,000,000","64,280,000,000","121,791,000,000","87,741,000,000","16,556,942,000","16,556,942,000","21,094,000,000","21,094,000,000","21,744,000,000",,,,,"2,832,000,000","2,832,000,000","-530,000,000","-530,000,000",,"1,960,000,000",NA,"-215,000,000","-4,697,000,000","-869,000,000","1,031,000,000","13,000,000",,"211,000,000","211,000,000",,,"211,000,000",,"-1,566,000,000","-2,582,000,000","96,000,000","3,572,000,000","3,572,000,000","-2,093,000,000","-2,093,000,000",,,,"-4,000,000","-4,000,000",,"5,747,000,000","-19,628,000,000","25,375,000,000",,"-29,396,000,000","-29,396,000,000",0,"-3,000,000,000",0,"-3,000,000,000","3,000,000,000","3,000,000,000",,"-22,900,000,000",0,"-22,900,000,000","-3,767,000,000","-3,767,000,000",,"-2,729,000,000","35,276,000,000","-4,730,000,000","40,006,000,000",,"8,260,000,000","543,000,000","-2,093,000,000",0,"3,000,000,000","-3,000,000,000","-22,900,000,000","19,001,000,000","81,434,000,000","81,434,000,000","46,179,000,000","35,255,000,000","11,129,000,000","5,412,000,000","5,717,000,000",,,,"24,126,000,000","54,000,000","719,000,000","665,000,000",,"189,000,000",,,,,"189,000,000","24,369,000,000","2,625,000,000","21,744,000,000","21,744,000,000","21,744,000,000","21,744,000,000",,,"21,744,000,000",1.31,1.3,"16,629,371,000","16,781,735,000","24,126,000,000","57,308,000,000","21,744,000,000","21,744,000,000","719,000,000","665,000,000","54,000,000","25,034,000,000",,"46,179,000,000","2,832,000,000","21,744,000,000",,,"27,866,000,000",0.108,0,"2,267,638,776,320","2,319,449,776,320",30.64,25.773,2.122,7.231,32.78,28.483,83.236
8,03/31/2021,"337,158,000,000","121,465,000,000","69,834,000,000","38,466,000,000","19,444,000,000","19,022,000,000","31,368,000,000","33,036,000,000","18,503,000,000",,,"14,533,000,000",,"5,219,000,000",,,,,,,,"13,376,000,000","215,693,000,000","37,815,000,000","107,280,000,000",0,"19,000,000,000",,"77,841,000,000",,"10,439,000,000","-69,465,000,000",,,,"134,539,000,000","134,539,000,000","134,539,000,000","134,539,000,000",,,,"43,339,000,000","267,980,000,000","106,385,000,000","40,127,000,000","40,127,000,000","40,127,000,000",,,,,,"13,003,000,000","13,003,000,000",,"5,000,000,000","8,003,000,000","7,595,000,000",,"7,595,000,000","45,660,000,000","161,595,000,000","108,642,000,000","108,642,000,000",,,,"25,162,000,000","27,791,000,000","69,178,000,000","69,178,000,000","54,203,000,000",,"54,203,000,000",,"15,261,000,000","-286,000,000",,,,"177,820,000,000",,"69,178,000,000","69,178,000,000","15,080,000,000","190,823,000,000","69,178,000,000","121,645,000,000","83,179,000,000","16,686,305,000","16,686,305,000","23,981,000,000","23,981,000,000","23,630,000,000",,,,,"2,797,000,000","2,797,000,000","-149,000,000","-149,000,000",,"1,981,000,000",NA,"-499,000,000","-3,779,000,000","25,584,000,000","8,598,000,000","-276,000,000",,"-23,667,000,000","-23,667,000,000",,,"-23,667,000,000",,"-807,000,000","-4,914,000,000","301,000,000","-10,368,000,000","-10,368,000,000","-2,269,000,000","-2,269,000,000",,,,0,0,,"-7,895,000,000","-34,624,000,000","26,729,000,000",,"-11,326,000,000","-11,326,000,000","10,423,000,000","10,423,000,000","13,923,000,000","-3,500,000,000",0,,,"-17,987,000,000","561,000,000","-18,548,000,000","-3,447,000,000","-3,447,000,000",,"-315,000,000","40,006,000,000","2,287,000,000","37,719,000,000",,"8,489,000,000","708,000,000","-2,269,000,000","561,000,000","13,945,000,000","-3,500,000,000","-18,548,000,000","21,712,000,000","89,584,000,000","89,584,000,000","51,505,000,000","38,079,000,000","10,576,000,000","5,314,000,000","5,262,000,000",,,,"27,503,000,000","48,000,000","718,000,000","670,000,000",,"460,000,000",,,,,"460,000,000","28,011,000,000","4,381,000,000","23,630,000,000","23,630,000,000","23,630,000,000","23,630,000,000",,,"23,630,000,000",1.41,1.4,"16,753,476,000","16,929,157,000","27,503,000,000","62,081,000,000","23,630,000,000","23,630,000,000","718,000,000","670,000,000","48,000,000","28,681,000,000",,"51,505,000,000","2,797,000,000","23,630,000,000",,,"31,478,000,000",0.156,0,"2,038,232,155,750","2,073,449,155,750",32.925,28.49,2.707,7.206,30.778,23.145,65.87
